True_Label,0,1,2,3,4,5
1,0.0,0.4332171893147503,0.05749128919860627,0.45876887340301975,0.050522648083623695,0.0
2,0.0,0.09196891191709844,0.006476683937823834,0.667098445595855,0.2344559585492228,0.0
3,0.0,0.6216216216216216,0.16145092460881935,0.20483641536273114,0.01209103840682788,0.0
4,0.7433877321328081,0.0,0.0,0.0016882386043894203,0.0,0.2549240292628025
5,0.6878279118572928,0.0,0.0,0.0,0.0,0.31217208814270725
6,0.7633744855967078,0.0,0.0,0.006172839506172839,0.0,0.23045267489711935
