True_Label,0,1,2,3,4,5
1,0.0,0.42160278745644597,0.05749128919860627,0.47038327526132406,0.050522648083623695,0.0
2,0.0,0.09132124352331607,0.006476683937823834,0.6677461139896373,0.2344559585492228,0.0
3,0.0,0.6173541963015647,0.16145092460881935,0.20910384068278806,0.01209103840682788,0.0
4,0.6190208216094542,0.0,0.0,0.0016882386043894203,0.0,0.37929093978615647
5,0.48111227701993703,0.0,0.0,0.0,0.0,0.5188877229800629
6,0.6995884773662552,0.0,0.0,0.006172839506172839,0.0,0.294238683127572
